ID,SMILES
hop_99,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@@](O)(CCO3)C[C@]3(CN(C[C@H]45)C[C@H](N5)CC4)CN(C)C(=O)OC[C@@]67N(C[C@H](F)C6)CCC7 St 2 from C[C@]1(O)C[C@@H](C)OCC1
hop_100,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)[C@H]([C@@](O)(C[C@H]34)CN(C[C@H]56)C[C@H](N6)CC5)[C@@H]([N@@H+]3C)C[C@H]4c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@](C1)(O)C[C@H]([N@H+]2C)CC[C@@H]12
hop_101,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@H]3NC(=O)Oc(c34)c(N(C[C@H]56)C[C@H](N6)CC5)c(N)c(c4)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C[C@@H]1NC(=O)Oc(c12)cc(N)cc2
hop_102,C#Cc1c(F)ccc(c12)cc(O)cc2CC(NC(=O)N3)=C([C@@H]34)C[C@H](C[C@H]4N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from CC=1NC(=O)N[C@@H](C12)CCCC2
hop_103,C#Cc1c(F)ccc(c12)cc(O)cc2[C@H](C3)CNc(c34)c(cc(c4C#N)N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from N#Cc1cccc(c12)NCCC2
hop_104,C1[C@@H](F)CN(CCC2)[C@]12COCc(nc3)[n+](CC(=O)N(C[C@H]45)C[C@H](N5)CC4)c(c36)c([nH]n6)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc1[nH]nc(c12)cnc(C)[nH+]2
hop_105,C1[C@@H](F)CN(CCC2)[C@]12COCS(=O)(=O)N[C@]3(CN(C[C@H]45)C[C@H](N5)CC4)[C@H](C3)NCC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from C[C@]1(N)[C@@H](C1)N
hop_106,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]([C@H]3C)C[C@@H](N(C[C@H]45)C[C@H](N5)CC4)[C@@H]([N@H+]36)CC[C@H](C6)c7cc(O)cc(c78)ccc(F)c8C#C St 2 from C1CC[C@H](C)[N@H+]([C@@H]12)CCCC2
hop_107,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)C[C@@H]([C@@]3(O)CN(C[C@H]45)C[C@H](N5)CC4)[C@@](C)(NC(=O)C3)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)C[C@@](C)(O)CC(=O)N1
hop_108,C#Cc1c(F)ccc(c12)cc(O)cc2[C@H](\C(=N\O)C\3=C(C)\CN(C[C@H]45)C[C@H](N5)CC4)[C@H](C)C[C@@H]3C(=O)OC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from CC(C)=C1/C(=N\O)C[C@H](C)CC1
hop_109,C1[C@@H](F)CN(CCC2)[C@]12COc(c3C#N)[nH+]c(N(C[C@H]45)C[C@H](N5)CC4)cc3S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 2 from N#Cc1ccc[nH+]c1
hop_110,C1[C@@H](F)CN(CCC2)[C@]12COc(c(C#N)c3N(C[C@H]45)C[C@H](N5)CC4)cc(c36)c(cn6C)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from c1cc(C#N)cc(c12)n(C)cc2C
hop_111,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)C[C@]3(C)NCC(C)=C([C@H]3N(C[C@H]45)C[C@H](N5)CC4)COC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from N1CC(C)=C(C)CC1(C)C
hop_112,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[C@H]3[C@@H](OC[C@@H](N3)C(=O)N(C[C@H]45)C[C@H](N5)CC4)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from C[C@@H]1[C@@H](C)OCCN1
hop_113,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[n+](c3N(C[C@H]45)C[C@H](N5)CC4)c(C)n(c36)c(cs6)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from s1cc(C)n(c12)c(C)[nH+]c2
hop_114,C1[C@@H](F)CN(CCC2)[C@]12COc(c3)c[n+](cc3N(C[C@H]45)C[C@H](N5)CC4)S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 2 from c1cc[nH+]cc1
hop_115,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](C3)C[C@@H](N(C[C@H]45)C[C@H](N5)CC4)[C@@H]([C@H]36)C(=O)C(C)(C)[C@H](C6)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from O=C1C(C)(C)CC[C@H]([C@@H]12)CCCC2
hop_116,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H](CC3(C)C)\C(=N\O)c(c34)cc(N(C[C@H]56)C[C@H](N6)CC5)cc4OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from CC1(C)CCC(=N\O)\c(c12)cccc2
hop_117,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C3)CC(C[C@@H]3N(C[C@H]45)C[C@H](N5)CC4)=C=CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from C=C=C1CCCCC1
hop_118,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@](C)(c(c34)[nH]nc4C)C[C@@H](C(=O)N(C[C@H]56)C[C@H](N6)CC5)[C@H]3Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc1n[nH]c(c12)[C@@H](C)CC[C@H]2C
hop_119,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H]3N(C[C@H]45)C[C@H](N5)CC4)C[C@@H]([C@H]36)C[C@@H]([C@H](S6)C)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1C[C@@H](C)S[C@H]([C@@H]12)CCCC2
hop_120,C1[C@@H](F)CN(CCC2)[C@]12COc(n3C)nc(N(C[C@H]45)C[C@H](N5)CC4)c(c36)nc(n6)NCCc7cc(O)cc(c78)ccc(F)c8C#C St 1 from c1ncn(C)c(c12)nc(n2)N
hop_121,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@@H](C[C@H]34)C[C@@H](C3)[C@H](C(=O)[C@@H]4N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C[C@@H](C1)C[C@@H](C2)CC(=O)C[C@H]12
hop_122,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@@]3(C)CCC(=O)C[C@@H](CN(C[C@H]45)C[C@H](N5)CC4)[C@@H]3CNC(=O)OC[C@@]67N(C[C@H](F)C6)CCC7 St 2 from CC1(C)C[C@@H](C)CC(=O)CC1
hop_123,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@@H](N(C)C3)[C@H]([C@]34N(C[C@H]56)C[C@H](N6)CC5)[C@H]([NH2+]C4)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@@H]1[NH2+]C[C@@H]([C@@H]12)CN(C)C2
hop_124,C1[C@@H](F)CN(CCC2)[C@]12COc3cc(N(C[C@H]45)C[C@H](N5)CC4)c/c(n3C)=N\CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from C/N=c1\ccccn1C
hop_125,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](C3)C[C@@H](N(C[C@H]45)C[C@H](N5)CC4)C([C@H]36)=NN=C6Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from N1N=C(C)[C@@H](C=12)CCCC2
hop_126,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@@]34[C@](O)(C[C@@H](CC4)N(C[C@H]56)C[C@H](N6)CC5)C[C@@H](C[NH2+]3)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1CC[NH2+][C@H]([C@]12O)CCCC2
hop_127,C1[C@@H](F)CN(CCC2)[C@]12COCS(=O)(=O)[C@@H]3C(=NN[C@@]34C[C@@H]4N(C[C@H]56)C[C@H](N6)CC5)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from N1N=C(C)CC12CC2
hop_128,C1[C@@H](F)CN(CCC2)[C@]12COc(n3)nc([nH+]c3N(C[C@H]45)C[C@H](N5)CC4)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from c1nc[nH+]cn1
hop_129,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@](C)(c(c34)ncnn4)O[C@@]3(CN(C[C@H]56)C[C@H](N6)CC5)CN(C)C(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from CC1(C)OC(C)(C)c(c12)nncn2
hop_130,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[C@@]34N(C[C@H](C4)N(C[C@H]56)C[C@H](N6)CC5)C[C@@H](C3)c7cc(O)cc(c78)ccc(F)c8C#C St 2 from C1CCN(C12C)CCC2
hop_131,C1[C@@H](F)CN(CCC2)[C@]12COc(cc(c3C#N)N(C[C@H]45)C[C@H](N5)CC4)c(c36)N(C)C[C@@H](C6)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from N#Cc1cccc(c12)N(C)CCC2
hop_132,C1[C@@H](F)CN(CCC2)[C@]12COCS(=O)(=O)[C@@H]([C@H]34)[C@H]([NH3+])[C@@H](N(C[C@H]56)C[C@H](N6)CC5)[C@H](N4C)CC[C@@H]3c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1CC[C@@H](N2C)C[C@@H]([NH3+])C[C@H]12
hop_133,C1[C@@H](F)CN(CCC2)[C@]12COC[C@@H]([C@]34N(C[C@H]56)C[C@H](N6)CC5)C[C@H](C4)[C@@H]([C@H]3C#N)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 2 from N#C[C@@H]([C@@H]12)[C@@H](C)[C@@H](C2)C[C@H]1C
hop_134,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H]3N(C[C@H]45)C[C@H](N5)CC4)CC(=C36)C[C@H](C(=O)C6)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1CCCC(=C12)CCC(=O)C2
hop_135,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H]3N(C[C@H]45)C[C@H](N5)CC4)C[C@@H]([C@H]36)[C@@H](O)[C@@H]([C@H](S6)C)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from O[C@H]1C[C@@H](C)S[C@H]([C@@H]12)CCCC2
hop_136,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@@H]([C@@H]34)C[C@H](N3)CN(C[C@@H]4N(C[C@H]56)C[C@H](N6)CC5)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1CN(C)C[C@H](N2)CC[C@@H]12
hop_137,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H](S3(=O)=O)CN[C@@H](CN(C[C@H]45)C[C@H](N5)CC4)[C@@H]3N(C)C(=O)OC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from O=S1(=O)C[C@@H](C)NCC1
hop_138,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]([C@@]3(C)O)[C@H](CC(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@@H]([C@]3([NH3+])C)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from C[C@]1([NH3+])[C@](C)(O)CC[C@@H]1C
hop_139,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@H]3[N@H+](C)C[C@@](CNC4)([C@]34C(=O)N(C[C@H]56)C[C@H](N6)CC5)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1NC[C@@H]([C@@]12C)C[N@@H+](C)C2
hop_140,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]3[C@@H](C[NH2+]4)[C@@H](C(=O)N(C[C@H]56)C[C@H](N6)CC5)[C@](C)(C[C@H]34)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from CC(C)(C1)C[C@@H](C[C@@H]12)[NH2+]C2
hop_141,C1[C@@H](F)CN(CCC2)[C@]12COc(c(C)c(c3=O)N(C[C@H]45)C[C@H](N5)CC4)nn3S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from Cc1cc(=O)[nH]nc1
hop_142,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@@](N)([C@H]3N(C[C@H]45)C[C@H](N5)CC4)[C@H]([C@H]36)N[C@H](C6)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 2 from N1CC[C@@H]([C@@H]12)C[C@@H]2N
hop_143,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](C3)[C@@H](C(=O)[C@H](C)[C@@H]34)[C@@H](C(=O)N(C[C@H]56)C[C@H](N6)CC5)[C@@]4(C)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from CC(C)([C@@H]12)C[C@@H](CC2)C(=O)[C@@H]1C
hop_144,C1[C@@H](F)CN(CCC2)[C@]12COC[C@]3(C)N(CC(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@](C)([C@@H]([NH3+])C3)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)[C@H]([NH3+])CC(C)(C)N1
hop_145,C#Cc1c(F)ccc(c12)cc(O)cc2[C@]34CNC[C@H](C3)[C@H]5N(C4)C(=O)[C@H](N(C[C@H]67)C[C@H](N7)CC6)C[C@@H]5OC[C@@]89N(C[C@H](F)C8)CCC9 St 1 from C1CCC(=O)N([C@H]1[C@H]23)C[C@@H](C2)CNC3
hop_146,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]([C@@H]3[NH3+])CC[C@H]([C@@H]3N(C[C@H]45)C[C@H](N5)CC4)NC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from N[C@@H]1C[C@H]([NH3+])CCC1
hop_147,C1[C@@H](F)CN(CCC2)[C@]12COc(c(Cl)c(n3)N(C[C@H]45)C[C@H](N5)CC4)c(c36)NC(=O)[C@H](O6)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from N1C(=O)COc(c12)ncc(Cl)c2
hop_148,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H](C(=O)N3C)[C@@H](C)[N@@H+](C)c(c34)c(N(C[C@H]56)C[C@H](N6)CC5)cc(c4)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from CN1C(=O)C[C@@H](C)[N@@H+](C)c(c12)cccc2
hop_149,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H]3N(C[C@H]45)C[C@H](N5)CC4)C[C@@H]([C@H]36)C(=O)[C@@H]([C@@H](S6)C)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from O=C1C[C@H](C)S[C@H]([C@@H]12)CCCC2
hop_150,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]3[C@@H](CC[C@@H]34)C(C(=O)N(C[C@H]56)C[C@H](N6)CC5)=C4CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from CC([C@H]12)=C[C@@H](C1)CC2
hop_151,C1[C@@H](F)CN(CCC2)[C@]12COc(n3)cc(C(=O)N(C[C@H]45)C[C@H](N5)CC4)n(c36)c(cn6)[NH2+]C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from n1cc([NH3+])n(c12)cccn2
hop_152,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[C@H]([C@H](CCC3)N(C[C@H]45)C[C@H](N5)CC4)CC[C@@H]3c6cc(O)cc(c67)ccc(F)c7C#C St 1 from C1CCCCCCC1
hop_153,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]([C@]3(C)C#N)C[C@@H](N(C[C@H]45)C[C@H](N5)CC4)[C@@H]([N@H+]36)CC[C@H](C6)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1CC[C@](C#N)(C)[N@H+]([C@@H]12)CCCC2
hop_154,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@]34N(C[C@H]56)C[C@H](N6)CC5)C(=O)[C@@](NC3=O)(C4(C)C)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 2 from C[C@]12C(C)(C)[C@@H](C(=O)N2)CCC1=O
hop_155,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[n+](c3N(C[C@H]45)C[C@H](N5)CC4)c(=O)cc(s3)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from Cc1cc(=O)[nH+]cs1
hop_156,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]3[C@](C)(C(=O)N(C[C@H]45)C[C@H](N5)CC4)ON(CCCC6)[C@]36\C=C\Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@@H](C1)ON([C@@H]12)CCCC2
hop_157,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@](C3=O)(CCC4)[C@@H](C)[C@H]([C@H]5[C@@]34N(C[C@H]67)C[C@H](N7)CC6)C[C@H](CC5)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from C1CCC[C@H]([C@@H]2C)[C@H]1[C@@H](C(=O)[C@@H]23)CCC3
hop_158,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](C3)C[C@@H](N(C[C@H]45)C[C@H](N5)CC4)[C@@H]([C@H]36)S(=O)(=O)[C@H](C)[C@H](C6=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from O=C1C[C@@H](C)S(=O)(=O)[C@H]([C@@H]12)CCCC2
hop_159,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@](C3=O)(CCC4)[C@@H](C)[C@H]([C@@]5(O)[C@@]34N(C[C@H]67)C[C@H](N7)CC6)C[C@H](CC5)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from O[C@@]12[C@H]3C(=O)[C@H](CCC3)[C@@H](C)[C@H]1CCCC2
hop_160,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]([C@@H](C3)C)[C@@H](N[C@@H]34)[C@@H](N(C[C@H]56)C[C@H](N6)CC5)C[C@@H]4C(=O)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from [C@@H]12C[C@H](C)C[C@H](N2)CCC1
hop_161,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@H]([C@H]([C@H]34)N=NN3)[C@H](N(C[C@H]56)C[C@H](N6)CC5)CC[C@H]4C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from N1=NN[C@@H]([C@H]12)CCCCC2
hop_162,C1[C@@H](F)CN(CCC2)[C@]12COc3[nH+]c(N(C[C@H]45)C[C@H](N5)CC4)n(c36)c(c(s6)C)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc(s1)c(C)n(c12)c[nH+]c2
hop_163,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H]([C@@H]([C@@]345)COC3)N(C[C@H]67)C[C@H](N7)CC6)[C@H]5C(C)(C)C(=O)[C@H](C4)c8cc(O)cc(c89)ccc(F)c9C#C St 4 from C1CC(=O)C(C)(C)[C@H]2CCC[C@H]([C@]123)COC3
hop_164,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)[C@H](N(C)C3=O)Cc(n34)c(N(C[C@H]56)C[C@H](N6)CC5)nc4OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C1CN(C)C(=O)n(c12)cnc2
hop_165,C1[C@@H](F)CN(CCC2)[C@]12COc3cc(N(C[C@H]45)C[C@H](N5)CC4)cc(c36)n([nH+]c6N)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from Nc1[nH+]n(C)c(c12)cccc2
hop_166,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)OC([C@H](C3)N(C[C@H]45)C[C@H](N5)CC4)=Nc(c36)[nH]c([nH+]6)-c7cc(O)cc(c78)ccc(F)c8C#C St 1 from [nH+]1c[nH]c(c12)N=C(O)CC2
hop_167,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@@H]([C@@H](c(c34)[nH]nc3)N(C[C@H]56)C[C@H](N6)CC5)[N@@H+](C)C[C@H]4c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1C[N@@H+](C)CCc(c12)[nH]nc2
hop_168,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H](CNC[C@H]3CN(C[C@H]45)C[C@H](N5)CC4)C[N@@H+]3CC(=O)OC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from C[C@@H]1CNCCC[NH2+]1
hop_169,C1[C@@H](F)CN(CCC2)[C@]12COc3cc(N(C[C@H]45)C[C@H](N5)CC4)c(c(c36)[nH]c(=O)/c(=N\O)nc6)NS(=O)(=O)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from c1cccc(c12)[nH]c(=O)/c(=N\O)nc2
hop_170,C1[C@@H](F)CN(CCC2)[C@]12COc(c3[O-])ccc(N(C[C@H]45)C[C@H](N5)CC4)c(=O)c3S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from [O-]c1cc(=O)cccc1
hop_171,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](S3(=O)=O)C[N@H+](C(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@@H]([C@H]3C)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from O=S1(=O)[C@H](C)[C@@H](C)[NH2+]CC1
hop_172,C#Cc1c(F)ccc(c12)cc(O)cc2CC(=C3C)[C@H](O)CC[C@]3(CN(C[C@H]45)C[C@H](N5)CC4)CN(C)C(=O)OC[C@@]67N(C[C@H](F)C6)CCC7 St 2 from CC1(C)C(C)=C(C)[C@H](O)CC1
hop_173,C1[C@@H](F)CN(CCC2)[C@]12COc(cc(c3)N(C[C@H]45)C[C@H](N5)CC4)c(c36)N(C)C[C@@H]([C@H]6C#N)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from N#C[C@@H]1CCN(C)c(c12)cccc2
hop_174,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)[C@](C)([C@H](O)C[C@H]3N(C[C@H]45)C[C@H](N5)CC4)[C@H]([C@@H]36)CO[C@H]6C(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C[C@@H]1[C@@H](O)CC[C@@H]([C@H]12)COC2
hop_175,C#Cc1c(F)ccc(c12)cc(O)cc2Cc([nH]3)[nH+]c(c34)ncc(c4N(C[C@H]56)C[C@H](N6)CC5)C(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from Cc([nH]1)[nH+]c(c12)nccc2
hop_176,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)n(c([nH+]3)N(C[C@H]45)C[C@H](N5)CC4)c(CCN6)c3[C@]67CN(C)C(=O)C[C@@H]7c8cc(O)cc(c89)ccc(F)c9C#C St 1 from CN(C1)C(=O)CC[C@]12c3c(CCN2)[nH]c[nH+]3
hop_177,C1[C@@H](F)CN(CCC2)[C@]12COC[C@H]([C@]34N(C[C@H]56)C[C@H](N6)CC5)C(C)(C)[C@@H](C3)[C@@](O)(C4)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from CC(C)([C@@H]12)[C@@H](C)[C@@H](C2)C[C@H]1O
hop_178,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)CCc(o3)[n+](cc3N(C[C@H]45)C[C@H](N5)CC4)CCc6cc(O)cc(c67)ccc(F)c7C#C St 1 from Cc1[nH+]cco1
hop_179,C1[C@@H](F)CN(CCC2)[C@]12COc(c3)cc(N(C[C@H]45)C[C@H](N5)CC4)c(c36)O[C@H](C#N)[C@@H](N6)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from N#C[C@@H](CN1)Oc(c12)cccc2
hop_180,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]3CNC[C@H](C[C@@H](C3)N(C[C@H]45)C[C@H](N5)CC4)C(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from C1CCCNCCC1
hop_181,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@H]([C@H](O)[C@H]([C@@H]34)N(C[C@H]56)C[C@H](N6)CC5)[C@@H](N4C)C[C@H]3OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C[C@H]1[C@@H](O)C[C@@H](N2C)CC[C@H]12
hop_182,C1[C@@H](F)CN(CCC2)[C@]12COC[C@@H](n(c34)[nH]c(=O)c4)[C@@](C)(C(=O)N(C[C@H]56)C[C@H](N6)CC5)[C@H](N3)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@@H](N1)[C@@H](C)[C@@H](C)n(c12)[nH]c(=O)c2
hop_183,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)[N@@+]3(C)CCC(=O)Nc(c34)c(c(F)c(c4)N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from N1C(=O)CC[N@@H+](C)c(c12)ccc(F)c2
hop_184,C1[C@@H](F)CN(CCC2)[C@]12COc(c3C(=O)C4C)cc(N(C[C@H]56)C[C@H](N6)CC5)c(c3C=47)CC[C@H]7c8cc(O)cc(c89)ccc(F)c9C#C St 1 from O=C1C(C)=C2CCCc3cccc1c23
hop_185,C1[C@@H](F)CN(CCC2)[C@]12COc(cc3N(C[C@H]45)C[C@H](N5)CC4)cc6c3[C@H](C(=O)C7)c(cccc8)c8[C@@]67Cc9cc(O)cc(c19)ccc(F)c1C#C St 1 from c1cccc(c1[C@]23C)[C@H](C(=O)C3)c4c2cccc4
hop_186,C1[C@@H](F)CN(CCC2)[C@]12COc(s3)cc(c3N(C[C@H]45)C[C@H](N5)CC4)C#CCc6cc(O)cc(c67)ccc(F)c7C#C St 1 from C#Cc1ccsc1
hop_187,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C[C@H]([C@@H]34)N(C[C@H]56)C[C@H](N6)CC5)[C@@H]([NH2+]3)CC[C@@H](CC4)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from [C@H]12CCC[C@H]([NH2+]2)CCCCC1
hop_188,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]([C@H]3O)[C@@]34C[C@@]4(CC(=O)N(C[C@H]56)C[C@H](N6)CC5)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from CC(C)(C1)[C@]12[C@H](C2)O
hop_189,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@H]([C@H]([C@@]34COCC3)N(C[C@H]56)C[C@H](N6)CC5)NC[C@@H]4N(C)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1OCCC12CCNCC2
hop_190,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@H]([C@H](O)[C@H]([C@H]34)N(C[C@H]56)C[C@H](N6)CC5)[C@@H]([N@@H+]3C)C[C@H]4OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C[C@H]1[C@@H](O)C[C@@H]([N@@H+]2C)CC[C@H]12
hop_191,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)C[N@@H+]3CC[C@H]([C@H]34)C(=O)[C@H](C[C@H](C4)N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C1C[N@@H+](C)[C@@H]([C@@H]12)CCCCC2=O
hop_192,C1[C@@H](F)CN(CCC2)[C@]12COc(n3)nn(C(=O)N(C[C@H]45)C[C@H](N5)CC4)[n+]3S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from c1n[nH][nH+]n1
