ID,SMILES,Kd,IC50,erk_IC50,log_Kd,log_IC50,log_erk_IC50,binding_energy,uncertainty,RMSD,CNNscore,CNNaffinity,CNNvariance
31678_4,FC1=C(N=CC2=C1N=C(N=C2NCC2(CCC2)N2CCOCC2)OC[C@]21CCCN1C[C@@H](C2)F)C2=CC(=CC1=CC=CC=C21)O,,957.7,,,6.864534586969256,,-10.3806,-2.08445,1.22594,0.25687,6.75881,0.128
31678_5,C12CNCC2C1NC=1C2=C(N=C(N1)OC[C@H]1N(CCC1)C)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F,,2258.9,,,7.722633252540163,,-12.56456,-0.82759,0.6438,0.66255,7.09225,0.0856
31678_6,CN(C1(CC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F)C,,117.0,,,4.762174020267838,,-4.80759,-1.67048,1.55169,0.54028,7.43687,0.53968
31678_7,CN(C1(CCCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F)C,12.2,10.0,711.3,2.5014367714110057,2.3025860929935456,6.567094295798235,-5.99368,-0.903,1.27553,0.47678,7.48381,0.43655
31678_8,FC1=C(N=CC2=C1N=C(N=C2NCC2(CNC2)C)OC[C@]21CCCN1C[C@@H](C2)F)C2=CC(=CC1=CC=CC=C21)O,66.8,39.9,16666.7,4.201703230243187,3.686376574522353,9.721167996340172,-12.445,-1.20873,0.76685,0.65334,7.29762,0.02176
31678_9,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=C(C=CC=C2)C(C)C)F)C,,2170.0,,,7.6824824511428,,-9.13458,-1.74115,0.78477,0.33353,7.10219,0.18388
31678_10,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=C(C=CC=C2)C(C)C)F)C,,3721.0,,,8.221747731034071,,-10.51394,-1.77128,0.64722,0.56897,7.30797,0.1051
31678_12,ClC=1C(=C2C=NNC2=CC1C)C1=C(C=2N=C(N=C(C2C=N1)NCC1(CCC1)N(C)C)OC[C@]12CCCN2C[C@@H](C1)F)F,,100.0,,,4.605170285988086,,-9.96403,-1.36837,1.25143,0.44496,7.32874,0.18768
31678_13,ClC1=C(C(=C2C=NNC2=C1)C1=C(C=2N=C(N=C(C2C=N1)NCC1(CCC1)N(C)C)OC[C@]12CCCN2C[C@@H](C1)F)F)C,,165.0,,,5.105945534506639,,-11.01659,-1.85997,1.23848,0.51884,7.35464,0.12075
31678_14,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F)C,,306.1,,,5.723911878620428,,-5.52549,-1.18654,1.60435,0.38685,7.42912,0.35818
31678_15,ClC=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC(C)(O)C)OC[C@]12CCCN2C[C@@H](C1)F)F,,3148.1,,,8.05455437841004,,-12.24331,-1.25863,0.54036,0.71011,7.78128,0.38383
31678_16,ClC=1C(=C(C=CC1)C1=C(C=2N=C(N=C(C2C=N1)NCC1(CCC1)N(C)C)OCC12CCCN2CCC1)F)C1CC1,,146.1,,,4.984291387202921,,-11.07066,-0.69302,0.80733,0.67408,7.73677,0.07449
31678_17,C1[C@@H](C[C@@H]1NC)NC2=NC(=NC3=C2C=NC(=C3F)C4=CC(=CC5=CC=CC=C45)O)OCC67CCCN6CCC7,,80.9,16666.7,,4.393213947673833,9.721167996340172,-11.46114,-0.94521,0.77405,0.48695,7.07043,0.21094
31678_18,N1CC(C1)NC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F,,46.5,16666.7,,3.839452527647051,9.721167996340172,-8.11988,-1.29684,1.20989,0.45571,7.30006,0.49819
31678_19,FC1=C(N=CC2=C1N=C(N=C2N[C@H]2CNC[C@@H]2C)OCC21CCCN1CCC2)C2=CC(=CC1=CC=CC=C21)O,,245.3,,,5.502481992030851,,-1.53601,-1.49954,1.98529,0.60735,7.35054,0.73367
31678_20,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)C#C)F)C,,22.0,2508.4,,3.0910429079036668,7.827400382655471,-12.09232,-2.18978,0.76464,0.5459,7.50225,0.15189
31678_21,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)CC)F)C,,59.2,16666.7,,4.080921710808864,9.721167996340172,-10.89576,-1.10659,1.19069,0.50681,7.62078,0.09671
31678_22,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F)C,,1319.2,,,7.184780778825741,,-11.54784,-2.08213,0.95747,0.4039,7.35894,0.06442
31678_23,ClC=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC1(CCC1)N(C)C)OC[C@]12CCCN2C[C@@H](C1)F)F,,582.9,,,6.368015662207105,,-11.20228,-1.15994,0.51655,0.51488,7.52121,0.08464
31678_24,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)C(=C)C)F)C,,954.2,,,6.8608733035619895,,2.27722,-1.93665,1.64245,0.46932,7.48621,0.48876
31678_25,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)C(C)C)F)C,,1638.2,,,7.401353363185762,,-11.04244,-1.2879,0.66529,0.42233,7.66098,0.13515
31678_26,C1(CC1)C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC1(CCC1)N(C)C)OC[C@@]12CCCN2C[C@H](C1)F)F,,343.5,,,5.839187140774484,,-12.1506,-2.01804,0.82505,0.49098,7.70512,0.12176
31678_27,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)C#CC)F)C,,1879.0,,,7.538495004735445,,-12.32622,-2.16079,0.49821,0.59945,7.88269,0.15133
31678_28,CN(C1(CCC1)CN(C=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F)C)C,,609.2,,,6.412146637435977,,-12.56828,-0.84312,0.4437,0.68818,7.7226,0.0491
31678_29,NC1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F,,62.8,1559.3,,4.139955232709809,7.351992288003974,-12.28606,-1.46755,0.99282,0.5769,7.35494,0.22174
31678_30,CN(C1(CCCCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F)C,,1576.6,,,7.363025914968571,,-9.70798,-0.75118,0.69685,0.398,7.30727,0.3132
31678_31,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OCCC=1N(C=CN1)C)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F)C,,856.8,,,6.753204530804874,,-6.08798,-2.04064,1.1918,0.56791,6.2769,0.14619
31678_33,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC(=C21)CC)O)F)C,,0.9,,,-0.10534940460844315,,-11.21979,-1.9858,0.51995,0.54159,7.54766,0.06316
31678_34,CN(C1(CCCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC(=C21)CC)O)F)C,,1.1,,,0.09531927067209385,,-11.44523,-2.01708,0.7574,0.48267,7.53008,0.11202
31678_35,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=C(C(=C21)CC)F)F)C,,30.4,,,3.4144429373594902,,-12.29485,-2.02077,0.62522,0.65537,7.73747,0.15229
31678_36,ClC1=C2C(=CC(=CC2=CC=C1)O)C1=C(C=2N=C(N=C(C2C=N1)N(C)CC1(CCC1)N(C)C)OC[C@]12CCCN2C[C@@H](C1)F)F,135.2,76.5,3288.6,4.906755237573358,4.337290871551436,8.098217224320933,-13.03126,-0.74744,0.5001,0.74096,7.90446,0.02104
31678_37,CN(C1(CCC1)CN(C=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC(=C21)CC)O)F)C)C,,26.1,,,3.261935697470337,,-10.97546,-1.24995,1.34025,0.34845,7.5493,0.07568
31678_38,FC1=C(N=CC2=C1N=C(N=C2NCC2(CNC2)O)OC[C@]21CCCN1C[C@@H](C2)F)C2=CC(=CC1=CC=CC=C21)O,,389.3,,,5.96435028030354,,-12.78308,-1.59708,0.64653,0.75088,7.28239,0.03293
31678_39,CN(CCNC=1C2=C(N=C(N1)OC[C@@]13CCCN3C[C@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F)C,,521.4,,,6.256517520678534,,-11.81645,-1.30167,0.47765,0.76215,7.49652,0.09791
31678_40,[C@@]12(NCC[C@@H]2C1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F,,5148.9,,,8.546538380552864,,-11.86331,-1.63399,0.9224,0.46418,7.18143,0.07195
31678_41,CN(C1(CCOCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F)C,,684.3,,,6.528396432571925,,-11.04971,-0.93445,0.65586,0.40696,7.1839,0.06731
31678_42,CN(C(CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC=C21)O)F)(C)C)C,,210.9,,,5.351384134900565,,-4.63652,-1.47444,1.80715,0.60236,7.42722,0.20315
31678_43,CN(C(OC[C@H]1CC[C@]2(CCCN12)COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC(=CC1=CC=CC(=C21)CC)O)F)NCC2(CCC2)N(C)C)=O)C,,1.1,53.5,,0.09531927067209385,3.979681840817831,-6.13671,-2.35352,2.26404,0.49885,6.8116,0.64326
31678_44,CNC(OC[C@H]1CC[C@]2(CCCN12)COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC(=CC1=CC=CC(=C21)CC)O)F)NCC2(CCC2)N(C)C)=O,,0.7,220.2,,-0.35666065832648663,5.394536269701839,-10.48765,-1.10167,0.88473,0.53488,7.54394,0.10654
31678_45,CN(C(OC[C@H]1CC[C@]2(CCCN12)COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)C#C)F)O)F)NCC2(CCC2)N(C)C)=O)C,,0.4,38.3,,-0.9162657321866498,3.6454501572831717,-9.72569,-3.00719,0.8332,0.49852,7.68301,0.21808
31678_46,CN(C(OC[C@H]1CC[C@]2(CCCN12)COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F)NCC2(CCC2)N(C)C)=O)C,,0.7,38.7,,-0.35666065832648663,3.6558398584336356,-10.12996,-2.96814,1.0569,0.51524,7.73228,0.11218
31678_47,ClC=1C(=C(C=CC1)C1=C(C=2N=C(N=C(C2C=N1)NCC1(CCC1)N(C)C)OCC12CCCN2CCC1)F)C(C)C,,513.1,,,6.240470777437297,,-11.00167,-1.89951,0.69102,0.47357,7.39865,0.05143
31678_48,ClC=1C(=C(C=CC1)C1=C(C=2N=C(N=C(C2C=N1)NCC1(CCC1)N(C)C)OC[C@]12CCCN2C[C@@H](C1)F)F)C(C)C,,1078.8,,,6.983604600535133,,-11.05068,-1.7752,0.6293,0.53357,7.55058,0.1122
31678_49,N1(CCCC1)C(=O)OC[C@H]1CC[C@]2(CCCN12)COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)Cl)F)NCC2(CCC2)N(C)C,,231.7,,,5.445443474597587,,-11.38442,-1.94411,1.03776,0.49099,7.67949,0.14681
31678_50,N1(CCCCC1)C(=O)OC[C@H]1CC[C@]2(CCCN12)COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)Cl)F)NCC2(CCC2)N(C)C,,89.6,10671.4,,4.495355431588021,9.275322545622924,-7.399,-3.73195,1.51706,0.24357,6.89132,0.65116
31678_51,CN(C(OC[C@H]1CC[C@]2(CCCN12)COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)Cl)F)NCC2(CCC2)N(C)C)=O)C,,102.1,16666.7,,4.625952823113808,9.721167996340172,-6.87415,-2.43556,1.70771,0.22596,6.53596,0.42188
31678_52,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=CC(=C21)C#C)O)F)C,0.04,0.6,12.0,-3.2186258561129932,-0.5108089572382115,2.4849074831209865,-7.46113,-0.5248,1.46753,0.48361,7.73227,0.19468
31678_53,CN(C1(CCOCC1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F)C,,7158.9,,,8.876111618264142,,-8.96135,-1.45417,1.14922,0.3371,6.82097,0.22151
31678_54,ClC=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC1(CCC1)N(C)C)OCC12CCCN2CCC1)F,,79.3,16666.7,,4.373238254744199,9.721167996340172,-12.12921,-1.58801,0.69105,0.52538,7.52795,0.105
31678_55,ClC=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC(C)(N(C)C)C)OCC12CCCN2CCC1)F,,938.2,,,6.843963156553065,,-11.81838,-1.44547,0.94348,0.67599,7.65195,0.18653
31678_56,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=C(C(=C21)C#C)F)F)C,,2.6,349.6,,0.9555152911738861,5.856789672385498,-8.64367,-1.76526,1.57124,0.25665,7.63774,0.24449
31678_57,CN(C1(CCC1)CNC=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F)C,,1.1,,,0.09531927067209385,,-9.38037,-1.24234,1.27265,0.44222,7.84727,0.4043
31678_58,CN(C1(CCC1)CN(C=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F)C)C,,9092.3,,,9.115183181568383,,-12.13319,-0.80524,0.70215,0.4437,7.59394,0.05077
31678_59,FC1=C(N=CC2=C1N=C(N=C2NCC2(CCC2)NC)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F,,1032.4,,,6.9396414775306265,,-12.52653,-1.3646,0.84275,0.57361,7.44836,0.05704
31678_60,NC1(CCC1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F,,2118.0,,,7.658227530882787,,-12.77839,-1.38826,0.46308,0.59663,7.51722,0.08686
31678_61,CN(C1(CCCC1)CNC=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)F)F)C,,479.8,,,6.173369371247611,,-10.3669,-1.52813,0.59939,0.5086,7.54934,0.48822
31678_62,FC1=C(N=CC2=C1N=C(N=C2NC2CC(C21CCC1)N)OCC12CCCN2CCC1)C1=CC=CC2=CC=CC(=C12)F,,202.7,,,5.311727102791944,,-13.70822,-1.62886,0.72481,0.63131,7.81796,0.18159
646_1,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=CC2=CC=CC=C12)O,110.2,48.9,2349.0,4.702296987462912,3.889777600979783,7.7617449889160435,-7.69139,-1.58928,2.11657,0.1328,5.45404,0.2917
646_2,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=CC=CC(=C12)Cl,163.2,266.5,16085.0,5.0949765038045145,5.585374281129351,9.685642440294824,-8.34381,-1.19867,0.64192,0.79641,7.12815,0.3472
646_3,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=C2C=NNC2=CC=C1C,6365.7,1315.4,,8.758679482949082,7.1818960884695,,-6.17752,-1.08408,1.03587,0.62261,6.2497,0.1059
646_8,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,5.5,12570.0,,1.7047499104185904,9.439068302379837,-6.49511,-1.63579,1.86265,0.342,5.98826,0.32209
646_9,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CC(C2)F)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,3.1,1656.0,,1.1314053372923492,7.412160340983852,-5.30104,-2.12169,1.92446,0.20013,6.0822,0.18958
646_10,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,1.1,738.0,,0.09531927067209385,6.603943838150608,-6.67954,-2.22517,1.17096,0.26567,6.10404,0.31881
646_11,[C@H]12CN(C[C@H](CC1)N2)C3=NC(=NC4=C3CCN(C4)C5=CC=CC6=CC=CC(=C56)C7CC7)OC[C@@]89CCCN8C[C@@H](C9)F,,19.8,16667.0,,2.985682442750867,9.721185996142164,-6.17771,-2.1089,3.04272,0.31126,6.342,0.47288
646_12,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC=CC2=CC=C(C(=C12)Cl)Cl,,344.8,,,5.842964567791857,,-12.90205,-0.83938,0.75531,0.69713,8.12204,0.09912
646_13,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(N(C)C)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)CC,,1.3,261.0,,0.26237195674559777,5.564520445636869,-5.92715,-3.36071,1.75886,0.44032,6.54059,0.583
646_14,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC(=CC2=CC=CC(=C12)CC)O,,1.1,21.0,,0.09531927067209385,3.0445229139137857,-12.56544,-1.091,0.38393,0.73942,7.95118,0.0113
646_15,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=C(C=CC=C12)Cl,,7904.6,,,8.975200148742875,,-12.60085,-0.71611,1.04489,0.69379,7.8916,0.16173
646_16,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC=CC2=C(C=CC=C12)F,,1762.9,,,7.474715464964169,,-11.31616,-0.77109,0.67462,0.57873,7.58117,0.1463
646_17,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CC(C2)F)CN(CC1)C1=C(C(=CC=C1)Cl)C1CC1,,29.5,16667.0,,3.3843906023287675,9.721185996142164,-11.85931,-0.29745,0.86467,0.73501,7.93987,0.09822
646_19,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC=CC2=CC=C(C(=C12)CC)F,,1.8,324.0,,0.5877922204422426,5.7807435466565265,-13.06766,-1.14252,0.67178,0.74255,8.06587,0.03249
646_20,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CC(C2)F)CN(CC1)C1=CC=CC2=CC=C(C(=C12)CC)F,,2.8,539.0,,1.029622988603352,6.289715589461872,-12.79332,-1.2134,0.53976,0.76583,8.12566,0.05066
646_21,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(NC)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)C,,12.3,,,2.5096000753861714,,-8.84519,-1.67811,1.39132,0.47158,7.60584,0.16106
646_22,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC)CN(CC1)C1=CC=CC2=CC=CC(=C12)C,302195.6,7862.6,,12.618829768853761,8.969872620800613,,-6.96937,-0.47488,0.63348,0.56056,5.67658,0.10993
646_23,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)CF)CN(CC1)C1=CC(=CC2=CC=CC(=C12)CC)O,,1.1,119.0,,0.09531927067209385,4.779123577145139,-12.49174,-1.15709,0.6578,0.75956,8.14807,0.02993
646_24,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=C(C2=CC=CC=C12)Cl)O,37.7,1362.6,16667.0,3.629660359705919,7.217149925678478,9.721185996142164,-6.15321,-1.67162,1.70942,0.40733,5.50471,0.15349
646_25,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=C(C(=C(C2=CC=CC=C12)F)O)F,846.8,6788.2,,6.741464551069874,8.822941091152789,,-7.49989,-1.4268,1.22809,0.29871,5.78915,0.04773
646_26,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC(C)[C@H]2NCCC2)CN(CC1)C1=CC(=C(C2=CC=CC=C12)Cl)O,325.1,,16667.0,5.784132858069626,,9.721185996142164,-6.7233,-1.53543,1.02213,0.44359,5.52446,0.16123
646_27,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2NCCC2)CN(CC1)C1=CC(=C(C2=CC=CC=C12)Cl)O,91.3,1601.7,11111.0,4.514150897129942,7.3788208504176165,9.315690888484017,-6.70604,-1.4726,1.04677,0.52743,5.54106,0.20059
646_28,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=CC2=CC=CC(=C12)Cl)O,1000000.0,1.2,361.0,13.815510557974273,0.18232989009256595,5.8888779860337115,-7.56703,-1.28117,0.82889,0.56548,6.12478,0.12487
646_29,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC=CC2=CC=CC(=C12)Cl,6.3,2.5,4053.0,1.8405512206978143,0.9162947318661551,8.307212629095616,-12.78666,-1.04,0.85377,0.67869,7.95018,0.09658
646_30,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CN=CC2=CC=CC(=C12)Cl,87.1,16.8,2611.0,4.467056998669013,2.8213794816471314,7.867488572529079,-11.19264,-0.96696,0.67266,0.5809,7.81152,0.10953
646_31,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)CN(CC1)C1=CC(=CC2=CC=CC=C12)O,0.8,3.8,1611.0,-0.2231310513923341,1.3350036983078248,7.3846103893842985,-7.58593,-1.47925,1.59056,0.30635,5.74001,0.072
646_32,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(N(C)C)=O)CN(CC1)C1=C(C=CC=C1)C(C)C,,1170.4,,,7.065100858250002,,-9.91273,-1.62335,1.43947,0.57811,7.7709,0.23101
646_33,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(N(C)C)=O)CN(CC1)C1=C(C(=CC=C1)Cl)C1CC1,,50.2,5556.0,,3.9160152259008507,8.62263370567409,-10.38865,-0.90472,1.47813,0.64125,7.9176,0.21313
646_34,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OCC23CCCN3C(CC2)COC(NC)=O)CN(CC1)C1=CC=CC2=CC=CC(=C12)F,,111.4,3909.0,,4.713127417259786,8.271036868351153,-7.5861,-2.51544,0.97175,0.75773,6.91975,0.34582
646_35,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1CC(C2=CC=CC=C12)O,569626.2,10000.0,,13.25273563523063,9.210340372976182,,-6.90624,-1.23399,1.56598,0.48431,5.39912,0.17876
646_36,[C@H]12CN(C[C@H](CC1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1CC(C2=CC=CC=C12)OC,24285.7,10000.0,,10.097642979153383,9.210340372976182,,-7.37365,-1.31089,1.77485,0.40029,5.63971,0.23985
646_37,CO[C@H]1[C@H]2CN(C[C@@H](C1)N2)C=2C1=C(N=C(N2)OC[C@H]2N(CCC2)C)CN(CC1)C1=CC(=CC2=CC=CC=C12)O,12793.7,88.1,3849.0,9.456708142025317,4.4784726464495055,8.255568655881824,-7.12671,-1.42901,1.48815,0.35677,5.6866,0.08215
646_38,C1([H])([C@H]2CN(C[C@@H](C1)N2)C3=NC(=NC4=C3CCN(C4)C5=CC(=CC6=CC=CC=C56)O)OC[C@H]7N(CCC7)C)[F],2338.1,73.5,5004.0,7.75709391699397,4.297285542273204,8.517992873585202,-7.81564,-1.03127,1.12474,0.36935,5.76895,0.0913
646_39,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1C[C@H]2C[C@H]([C@@H](C1)N2)CCN)OC[C@H]2N(CCC2)C,,2694.4,,,7.898930827759409,,-7.22754,-1.09743,1.11918,0.64224,6.73611,0.27245
646_40,ClC2=C1C(=CC=CC1=CC=C2)N7CC3=C(C(=NC(=N3)OC[C@H]4N(CCC4)C)N5C[C@H]6C[C@H]([C@@H](C5)N6)CC#N)CC7,957.1,63.9,16667.0,6.86390788965009,4.157319517877999,9.721185996142164,-5.45852,-1.87451,1.57996,0.47136,6.08202,0.63157
646_41,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1CC2CC(C(C1)N2)(O)C(F)F)OC[C@H]2N(CCC2)C,,3128.4,,,8.04827697392398,,-7.41993,-1.9024,1.93558,0.57949,6.66061,0.43242
646_42,ClC=1C=CC=C2C=CC=C(C12)N1CC=2N=C(N=C(C2CC1)N1CC2(CCC(C1)N2)CC#N)OC[C@H]2N(CCC2)C,,1799.0,,,7.494986239509177,,-7.42418,-2.0034,1.4161,0.16766,6.16999,0.28442
