Index,Example,IUPAC,SMILES
431,431,"1-(8-fluoro-7-(6-methyl-1H-indazol-4-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)(O)C)OCC21CCCN1CCC2)C2=C1C=NNC1=CC(=C2)C
432,432,"1-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(5-hydroxy-2- methylphenyl)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)(O)C)OCC21CCCN1CCC2)C2=C(C=CC(=C2)O)C
433,433,"6-(8-fluoro-2-((hexahydro-1H -pyrrolizin-7a-yl)methoxy)-7-(8-(hydroxymethyl)naphthalen- 1 -yl)pyrido[4,3-d|pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",Did not work
434,434,"2-(8-(8-fluoro-2-((hexahydro- 1H'-pyrrolizin-7a-yl)methoxy)-4-(2-oxo- 1 ,6- diazaspiro[3.5]nonan-6-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-1-yl)acetonitrile",Did not work
435,435,"(R)-1-(7-(6-amino-4-methyl-3-(trifluoromethyl)pyridin-2-yl)-8-fluoro-2-(((S)-1- methylpyrrolidin-2-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",NC1=CC(=C(C(=N1)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@](CCC1)(O)C)OC[C@H]1N(CCC1)C)F)C(F)(F)F)C
436,436,"( 1-(8-fluoro-7-(naphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3- d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)CS(=O)(=O)N)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC=C21
437,437,"1-( 1-(7-(8-ethynylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide",C(#C)C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCC1)CS(=O)(=O)N)OCC12CCCN2CCC1)F
438,438,"1-( 1-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-methylnaphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)CS(=O)(=O)N)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)C
439,439,"1-( 1-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(hydroxymethyl)naphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)CS(=O)(=O)N)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)CO
440,440,"1-(7-(8-cyclopropylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyridn[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",Did not work
441,441,"trans-6-(7-(7,8-difluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6- azaspiro[3.5]nonan-2-ol",Did not work
442,442,"cis-6-(7-(7,8-difluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrirnidin-4-yl)-6-azaspiro[3.5]nonan-2-ol",Did not work
443,443,"3-(((8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(hydroxymethyl)naphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)thietane1,1-dioxide",FC1=C(N=CC2=C1N=C(N=C2NCC2CS(C2)(=O)=O)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)CO
444,444,"7-(7-(7,8-difluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1, 3, 7-triazaspiro[4.5]decane-2, 4-dione",FC1=CC=C2C=C(C=C(C2=C1F)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(C(NC(N2)=O)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O
445,445,"7-(7-(7,8-difluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decan-2-one",FC1=CC=C2C=C(C=C(C2=C1F)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CNC(N2)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O
446,446,"7-(7-(7,8-difluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2 -fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2,7-diazaspiro[4.5]decan-3-one",FC1=CC=C2C=C(C=C(C2=C1F)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CC(NC2)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O
447,447,"7-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(hydroxymethyl)naphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decanc-2,4-dionc",Did not work
448,448,"7-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-methylnaphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1, 3, 7-triazaspiro[4.5]decane-2, 4-dione",FC1=C(N=CC2=C1N=C(N=C2N2CC1(C(NC(N1)=O)=O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)C
449,449,"8-(4-(2,4-dioxo-1,3,7-triazaspiro[4.5]decan-7-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-1-naphthonitrile",O=C1NC2(C(N1)=O)CN(CCC2)C=2C1=C(N=C(N2)OCC23CCCN3CCC2)C(=C(N=C1)C=1C=CC=C2C=CC=C(C12)C#N)F
450,450,"6-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-methylnaphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CC(N1)=O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)C
451,451,"8-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-4-(2-oxo-1,6-diazaspiro[3.5]nonan-6- yl)pyrido[4,3-d]pyrimidin-7-yl)-1-naphthonitrile",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CC(N1)=O)CCC2)OCC21CCCN1CCC2)C=2C=CC=C1C=CC=C(C21)C#N
452,452,"6-(7-(7,8-difluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS))-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",Did not work
453,453,"7-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(hydroxymethyl)naphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decan-2-one",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CNC(N1)=O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)CO
454,454,"7-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-methylnaphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decan-2-one",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CNC(N1)=O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)C
455,455,"4-(3-(1H-1,2,4-triazol-3-yl)piperidin-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)-7-(8-methylnaphthalen-1-yl)pyrido[4,3-d]pyrimidine",N1N=C(N=C1)C1CN(CCC1)C=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C2=CC=CC1=CC=CC(=C21)C)F
456,456,"8-(4-(3-(1H-1,2,4-triazol-3-yl)piperidin-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-1-naphthonitrile",N1N=C(N=C1)C1CN(CCC1)C=1C2=C(N=C(N1)OCC13CCCN3CCC1)C(=C(N=C2)C=2C=CC=C1C=CC=C(C21)C#N)F
457,457,"5,6-difluoro-4-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-4-(6-(hydroxymethyl)-1 ,4-oxazepan-4-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",FC1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCC(C1)CO)OCC12CCCN2CCC1)F
458,458,"(3aR,6aS)-5-(7-(8-ethynylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)tetrahydropyrrolo[3,4-c]pyrrole-l ,3(2H,3aH)-dione",Did not work
459,459,"1-(7-(6-amino-4-methyl-3-(trifluoromethyl)pyridin-2-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin- 3-ol",NC1=CC(=C(C(=N1)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCC1)(O)C)OC[C@]12CCCN2C[C@@H](C1)F)F)C(F)(F)F)C
460,460,"1-( 1-(8-fluoro-7-(8-(fluoromethyl)naphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)CS(=O)(=O)N)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)CF
461,461,"l -( 1-(8-fluoro-7-(7-fluoro-3-hydroxy-8-methylnaphthalen-1-yl)-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3- yl)methanesulfonamide",Did not work
462,462,"7-(8-fluoro-7-(8-(fluoromethyl)naphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1, 3, 7-triazaspiro[4.5]decane-2, 4-dione",FC1=C(N=CC2=C1N=C(N=C2N2CC1(C(NC(N1)=O)=O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)CF
463,463,"1-(1-(7-(8-(difluoromethyl)naphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)methanesulfonamide",FC(C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCC1)CS(=O)(=O)N)OCC12CCCN2CCC1)F)F
464,464,"7-(7-(8-(difluoromethyl)naphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1, 3, 7-triazaspiro[4.5]decane-2, 4-dione",FC(C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(C(NC(N2)=O)=O)CCC1)OCC12CCCN2CCC1)F)F
465,465,"1-( 1-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8- (trifluoromethyl)naphthalen-1-yl)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3- yl)methanesulfonamide",FC1=C(N=CC2=C1N=C(N=C2N2CC(CCC2)CS(=O)(=O)N)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)C(F)(F)F
466,466,"6-(7-(8-(difluoromethyl)naphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",FC(C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CC(N2)=O)CCC1)OCC12CCCN2CCC1)F)F
467,467,"6-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(trifluoromethyl)naphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CC(N1)=O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)C(F)(F)F
468,468,"6-(8-fluoro-7-(8-(fluoromethyl)naphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CC(N1)=O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)CF
469,469,"6-(8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(8-(methylthio)naphthalen-1- yl)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CC(N1)=O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)SC
470,470,"6-(8-fluoro-7-(8-(2-fluoroethyl)naphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",FC1=C(N=CC2=C1N=C(N=C2N2CC1(CC(N1)=O)CCC2)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)CCF
471,471,"1-(7-(5,6-dimethyl-1H-indazol-4-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",CC=1C(=C2C=NNC2=CC1C)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCC1)(O)C)OC[C@]12CCCN2C[C@@H](C1)F)F
472,472,"(3R)-1-(7-(8-ethyl-2-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin- 3-ol",C(C)C=1C=CC=C2C=C(C(=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@](CCC1)(O)C)OC[C@]12CCCN2C[C@@H](C1)F)F)F)O
473,473,"(3R)-1-(7-(5-ethyl-1H-benzo[f]indazol-4-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",C(C)C1=CC=CC2=C1C(=C1C=NNC1=C2)C2=C(C=1N=C(N=C(C1C=N2)N2C[C@@](CCC2)(O)C)OC[C@]21CCCN1C[C@@H](C2)F)F
474,474,"7-(8-chloronaphthalen-1-yl)-N-(3-(difluoromethoxy)propyl)-8-fluoro-2-((tetrahydro-1H- pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-amine",ClC=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCCCOC(F)F)OCC12CCCN2CCC1)F
475,475,"3-((7-(8-chloronaphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)-2-hydroxypropanamide",ClC=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC(C(=O)N)O)OCC12CCCN2CCC1)F
476,476,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)-4-(2-thia-7-azaspiro[4.5]decan-7-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2- ol",C(C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CCSC2)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F
477,477,"(5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-py rro lizin- 7a(5H)-y l)methoxy)pyrido [4,3 -d]pyrimidin-4-y l)-5 ,6,7, 8-tetrahy dro-4H- pyrazolof1,5-a][1,4]diazepin-2-yl)(4-methylpiperazin-1-yl)methanone",Did not work
478,478,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-oxa-1,7-diazaspiro[4.5]decan-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(COC(N2)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
479,479,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N-isopropyl-5, 6,7,8- tetrahydropyrazolo[4,3-c]azepine-2(4H)-carboxamide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC=2C(CCC1)=NN(C2)C(=O)NC(C)C)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
480,480,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H -pyrrolizin-7a-yl)methoxy)-4- (2,6-dioxa-9-azaspiro[3.6]decan-9-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",C(C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCC2(COC2)C1)OC[C@]12CCCN2C[C@@H](C1)F)F
481,481,"6-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-6-azaspiro[3.5]nonane 2,2- dioxide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CS(C2)(=O)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
482,482,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3a-methyltetrahydropyrrolo[3,4- c]pyrrole-1,3(2H,3aH)-dione",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2C(C1)(C(NC2=O)=O)C)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
483,483,"5-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)-N,N,l-trimethyl- 1H-py razol e-3 -carboxam ide",Did not work
484,484,"6-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-6-azaspiro[3.5]nonane 2-oxide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CS(C2)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
485,485,"3-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)azetidin-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC1C(NC1)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
486,486,"(lR,5R,6S,7R)-3-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-7-(hydroxymethyl)- 3-azabicyclo[3.2.1]octan-6-ol",Did not work
487,487,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)hexahydro-1H-pyrrolo[3,4-c]pyridine- l,3(2H)-dione",Did not work
488,488,"(3R,3aR,6aS)-5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3- (hydroxymethyl)hexahydropyrrolo[3,4-c]pyrrol-l(2H)-one",Did not work
489,489,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3,3-dimethylhexahydroimidazo[1,5- a]pyrazin- 1 (5H)-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2N(CC1)C(NC2=O)(C)C)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
490,490,"(3R,6R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)azepane-3,6-diol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@H](CC[C@H](C1)O)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
491,491,"(3R,6S)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)azepane-3,6-diol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@H](CC[C@@H](C1)O)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
492,492,"(3S,4S)-4-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrroIizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4- yl)amino)methyl)tetrahydrofuran-3-ol",Did not work
493,493,"(3R,4R)-4-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4- yl)amino)methyl)tetrahydrofuran-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NC[C@H]1[C@H](COC1)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
494,494,"3-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)methyl)-1,2,5-thiadiazolidine",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NCC1NSNC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
495,495,"3-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluord-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)(methyl)amino)methyl)- 1,2,5- thiadiazolidine 1 ,1 -dioxide",Did not work
496,496,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-4-(6-(hydroxymethyl)-6-methyl-1,4-oxazepan-4-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",C(C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCC(C1)(C)CO)OC[C@]12CCCN2C[C@@H](C1)F)F
497,497,"(2R,6R)-4-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4, 3-d]pyrimidin-4-yl)-2-(hydroxymethyl)- 6-methy 1- 1 ,4-oxazepan-6-ol",Did not work
498,498,"4-(4-((S)-1,l-difluoro-5-oxa-8-azaspiro[2.6]nonan-8-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)inethoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6- fluoronaphthalen-2-ol",Did not work
499,499,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)- yl)methoxy)-4-(6-methoxy-1,4-oxazepan-4-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",C(C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCC(C1)OC)OC[C@]12CCCN2C[C@@H](C1)F)F
